图片,标题,简介,作者,收藏数量,评论数量,类型
http://pic.ecook.cn/web/260482033.jpg!s4,甜菜头炒肉末-甜菜头吃法之二,"之前我给大家分享了甜菜头的吃法，很多朋友都说没见过，更别提吃了。有的即便见过也不知道怎么烹饪，所以也不会买。甜菜头在北方比较常见，称作紫菜头；南方称甜菜头，较少见。其实你们的菜市场也许有，只不过你们都没注意而已，因为销量不是很大，所以商家自然也不会上很多，再加上外面再有点泥，其貌不扬，估计大家看到也是视而不见。还有的人看到了会误以为是红萝卜，它的外形确实是红萝卜的样子，圆圆的，可是切开里面可是血红色，很红的呢，而且不辣，绝对不是萝卜味。可是这么好的东西没吃过真是太可惜。希望大家都能常吃它，特别是女性朋友，女人需要补血，更该多吃。

紫菜头又称红菜头、红根甜菜，由生长在地中海沿岸的一种名叫海甜菜根的野生植物演变而来。甜菜头略带甜味，营养价值较高，富含糖分和多种矿物质，能抗感染，增加细胞含氧量，治疗血液病，肝病及免疫系统功能紊乱。甜菜头含有对人体非常好的叶酸，是预防贫血的重要物质之一。甜菜头中具有自然红色维生素B12和优质的铁质，是女士与素食者补血的最佳自然营养品。
甜菜头还对对预防甲状腺肿以及动脉粥样硬化都有一定疗效，可阻止形成血栓，对治疗高血压有重要作用。甜菜根中还含有大量的纤维素和果胶成分，可以抗胃溃疡病，能健胃消食、止咳化痰、利尿、消热解毒等。它在在古代英国用于治疗血液疾病，被誉为“生命之根”。

甜菜头好处这么多，可很多人不仅不了解，而且不知道怎么吃。我前面介绍过甜菜头的最简单吃法，就是瘦身补血的清淡沙拉了，是有点西式的做法。可是平时我们做菜，还是中餐比较多。今天介绍个中式的做法。甜菜头颜色红红的，切开后和熟后的汤汁都红如鲜血，爸爸说他们年轻的时候如果有人献血，工厂就会安排食堂给他们吃这个。中式的吃法我稍作改进，调节一下口味，不那么单调。西餐还用它来做汤，汤的做法随后再分享。
",mature11,40,14,西餐
http://pic.ecook.cn/web/223294433.jpg!s4,手抓羊肉饭,简单制作手抓羊肉饭，新鲜羊腿肉，配时蔬，汤汁渗透在米饭中，盛盘时撒黑胡椒碎，味道鲜美……,雯妈,40,9,西餐
http://pic.ecook.cn/web/254164974.jpg!s4,夏日开胃小菜——柠檬橙香萝卜,"腌制后的萝卜，
爽口清脆，
木有萝卜味，
微酸清甜，
还伴有柠檬和橙香，
小伙伴们也快动手试试吧！",小宝de私厨,40,14,西餐
http://pic.ecook.cn/web/234298379.jpg!s4,玄妙感觉的孜然羊肉披萨,"周末外出时遇到了虎爹的朋友，人家非要将手上拿的羊肉分我们一半，而且是大半。当时感觉就是，太幸福了！
 
一条大羊腿，带回家后煮了锅浓浓的羊肉汤。在给剩下的羊肉打包时，就想起了曾在一家西餐厅吃到的“孜然羊
肉披萨”，好吃的让人惦记。其中孜然的香味既给羊肉去了膻还能引发人的食欲，再跟香浓奶酪搭配，有点玄妙
的感觉。
 
厨师将意大利披萨跟新疆的孜然羊肉做了创意组合，美好的味道跟玄妙的感觉留存心底后觉得美食是自由的，可
以天马行空的跳跃搭配，只要味道能深入人心就是完美作品。
 ",虎妈尚菜,38,25,西餐
http://pic.ecook.cn/web/260520551.jpg!s4,自制意大利面条,意大利面和牛排应该是我们比较容易接受的西餐之一了，不过像我们三线小城市，买意大利面条得去大一点的超市才能买到，总是没有那么方便。,霸道的狮子座,34,7,西餐
http://pic.ecook.cn/web/226643670.jpg!s4,意式海螺沙拉,最近肉吃多了开始觉得发腻，又想吃海鲜换口味了。意大利作为地中海料理的发源地兼西餐鼻祖总会有一些特色的东西吸引我们，而那边做海鲜也很擅长，所以我这次就借鉴那边的做法做个海鲜沙拉，主料用海螺。,NANA的美食工坊,32,14,西餐
http://pic.ecook.cn/web/260643315.jpg!s4,鲜椒手撕杏鲍菇—#GOURMETmaxx西式厨师机#,"一直都知道Gm做西餐很棒，但是也非常想试一下用#GOURMETmaxx#来炒中式家常菜肴，所以首先选择了三道素菜，为了最大化使用西餐厨师机，这道手撕杏鲍菇采用了先蒸后炒的方法，一机就可以完成，营养成分不会流失，爆炒一下也更美味。
用具：GOURMETmaxx西式厨师机
使用功能: 蒸、翻炒",昵称259556853,32,2,西餐
http://pic.ecook.cn/web/261350922.jpg!s4,金枪鱼意面,平时工作之余喜欢厨艺，一位五星级酒店厨师长朋友教我做的，味道真的是棒棒滴。,爱的暖餐,31,18,西餐
http://pic.ecook.cn/web/251803118.jpg!s4,黑椒鸡扒意粉,厨师的第一次西餐，提前一天从网上买来餐具，准备食材。鸡扒很鲜嫩，配上西瓜汁，真是一番享受,池花,29,23,西餐
http://pic.ecook.cn/web/233664511.jpg!s4,阿斯图里亚斯醋鱼,"   喝过汤之后你是不是已经迫不及待的想吃大餐了呢？这个时候该端上我们的副菜了，西餐中一般以海鲜、蛋类这些口感不是很厚重的作为副菜，好消化不占胃的空间是其特点，不然之后的主菜可就吃不下了。咱们的副菜是海鲜，西班牙地方菜之一，请食客们准备好迎接海鲜盛会
 
这前段时间在超市买了些鳕鱼回来，打算拿出来给做了。一般印象中鳕鱼做的菜一定很不错，也比较大气的那种，所以我打算拿它再搭几样海鲜来做

这是一道西班牙阿斯图里亚斯地区的特色菜，地中海国家的气候条件咱们都知道还是蛮热的，所以这酸甜的醋鱼正好开胃。味道上还是苹果醋的味道，只是比起直接喝味道淡一些，这种酸甜挺清爽的，不腻口。
 
其实做了这么些外国菜我觉得饮食上全世界还都是一样的，就像这醋鱼，咱国家也有很著名的醋鱼。而选材和调料上的不同造就了各式各样的菜色和口味，没有哪个好哪个不好，全看你自己是不是吃得惯罢了
 ",NANA的美食工坊,27,18,西餐
http://pic.ecook.cn/web/262705399.jpg!s4,罗马风味意面,"意大利是西餐鼻祖，也是地中海饮食的发祥地。在罗马时代意大利的饮食已经席卷了整个欧洲，即使是现在欧洲的饮食文化也还是沿袭着古罗马时期的风格，不同的是现代社会下料理的种类可以任意的增加和改变。家里前段时间买了块蓝纹奶酪，听说这东西很臭，中国人吃不惯。但我觉得应该跟咱们国家的臭豆腐也没什么区别，吃得了臭豆腐应该也能吃得了‘臭’名昭著的蓝纹。

打开之后闻了闻并没有臭豆腐那么臭，只有股淡淡的味道，舔了舔有点微微的酸，完全在可接受范围之内。很久前我就想尝试这蓝纹奶酪，打算拿它来做意面",NANA的美食工坊,23,5,西餐
http://pic.ecook.cn/web/260864584.jpg!s4,南瓜香肠意面,前几天陪我家闺女看动画片，看小猪佩奇吃意大利面，她说她也想吃，我就满足她去一家西餐店，拿到菜单咋舌了，价格都在40块以上，给孩子点一份偏清淡的意面，孩子居然不爱吃说气味太重了，我吃着也觉得，肉酱料有点重！这个周末空闲下来，准备做一份适合儿童吃的意面，买了儿童香肠搭配，还加了一个神奇的食材，你们猜猜是啥？那神奇食材就是南瓜哦，用南瓜制作酱料，拌意大利面的酱也是比较重要的，这个口感香甜，也有金黄诱人的颜色，加上儿童香肠加入特别适合儿童食用,希味淡,20,6,西餐
http://pic.ecook.cn/web/262274819.jpg!s4,十味 香肠菌菇披萨,自己做了几次披萨之后真的喜欢上了这种花样多变又营养比较匀衡的食物，其实我喜欢它主要的还是口味上可以千变万化。加上我本人的口味比较偏好西餐，所以当我懒得做大餐的时候就会整这些简单又好吃的东西来解馋。这一次我打算用香肠和蘑菇来做款披萨，因为近来才觉得蘑菇很好吃，以前我不太待见这些菇类，嘿嘿。家里面奶酪有好几种，索性就用两种奶酪一起做个披萨看看效果如何吧,NANA的美食工坊,17,2,西餐
http://pic.ecook.cn/web/260754411.jpg!s4,圣诞季：芦笋奶油浓汤,我对这道芦笋浓汤可谓是久仰大名很久了，相信很多人去西餐厅的时候会点上一道来喝，我个人虽然不喜欢蔬菜但味道比较浓郁口感厚重的浓汤还是蛮心仪的。以前自己也试着做过些其他的浓汤，这次试试芦笋的，话说这芦笋可真是要我好找，一些大超市里面竟然都没有，最终在一家农贸市场一进门就找到了。我还说这真是踏破铁鞋无觅处得来全不费工夫……,NANA的美食工坊,16,2,西餐
http://pic.ecook.cn/web/262868189.jpg!s4,意大利海鲜色拉,"这俩个来月因为健身锻炼的关系家里面做好吃的东西已经很少了，为此老头子偶尔说起还感慨万千的，不过也有个好处，省了很大一笔开支，哈哈。最近吃来吃去的也没个意思，发现这段时间以来基本没有做过西餐，想起以前那真是基本每个月都会做个一两次的

反正吃腻了中餐想换口味，我想海鲜是不错的选择，既有蛋白质味道还比较清淡，正好可以补充身体所需。想到这我决定去市场看看有没有合适的小海鲜，买回来做个意式海鲜沙拉

色拉的种类大致可以分为蔬菜色拉、水果色拉、海鲜色拉和肉类色拉，而拌制的方法一般分为温拌和凉拌。这道海鲜色拉属于温拌系列的",NANA的美食工坊,10,4,西餐
http://pic.ecook.cn/web/260820447.jpg!s4,美味+营养+核桃+肉酱意面,意大利面，又称为意面、意粉，它是西餐品种中最最接近中国人的饮食习惯，也是最容易被国人接受的一种面食。关于意大利面条的起源，有人说是源自古罗马，也有人的说是由马可·波罗从中国经由西西里岛传至整个欧洲的说法。 意大利面的原料：杜兰小麦是最硬质的小麦品种，具有高密度、高蛋白质、高筋度等特点，用它制成的意大利面通体呈黄色，耐煮、口感好。在超市里我们看到的意大利面有各种不同的形状，除了普通的直身粉外还有螺丝型的、弯管型的、蝴蝶型的、贝壳型的等等，真是从外观上就让人垂涎欲滴的哦。,飘雪的季节lx,11,1,西餐
http://pic.ecook.cn/web/260978166.jpg!s4,香草白酱猪排,"上次婆婆从农村拿回来的猪肉被我陆陆续续的做了吃得差不多了，农家的猪肉口感紧实但非常的香，当时我在分拣往冰箱里塞的时候发现了一块上好的猪颈肉。大理石的花纹十分好看，而那块肉又比较整、比较厚实，真是很大的一块。当时我就决定了它的用途，拿来做猪排！必须做猪排！决不能辜负了这上好的食材

虽说也可以拿来红烧或者做成别的，但在我的思维里好的食材要做成西餐，因为相比较中餐而言西餐比较突出食材的本味，所以如果食材选的不好那就完蛋了。因为我家里时不时的就吃点西的，每当有好东西我都会下意识的留起来做成西餐来吃，觉得只有这样才对得起那些好原材料，嘿嘿",NANA的美食工坊,8,0,西餐
http://pic.ecook.cn/web/262693229.jpg!s4,酸甜鱼丸牛肉菠菜拌面,今天给大家分享的是一道酸甜开胃的宝宝面！因为我家小笼包爱吃外面西餐厅的肉酱意面，我又怕调味料太多不健康就想到了今天这款新手妈妈都能做出的面，来减少宝宝在外吃不健康食物的机率！,辅食SoEasy,11,0,西餐
http://pic.ecook.cn/web/20660541.jpg!s4,土豆泥沙拉,看深夜食堂，有些菜品不待见，有些还是很馋的，日本人很善于把西餐融合亚洲人口味变得更好吃。,Salad小姐,2858,15,西餐
http://pic.ecook.cn/web/232590996.jpg!s4,【蔬菜沙拉】 ,"逛批发市场的时候看到卖生菜的，绿油油的，紫油油的，忍不住买了几棵回来想着要做沙拉解腻开胃。买好了蔬菜准备回家，却被那飘来的阵阵烤鸡味勾引。又顺道买了一条烤鸡腿，打算跟我的蔬菜沙拉配起来。
       做蔬菜沙拉要用到沙拉酱，但是单纯的用超市买的蛋黄酱是不行的，得自己调配。这几年西餐吃的是比较多，桌边沙拉什么的也没少吃，所以对沙拉酱的口味和口感还是有一定的追求的。哈！没想到自己嘴刁的调制出来一款冰淇淋口感的沙拉酱，一遍调一遍尝，直到调出那个对的味道——酸甜适中还有淡淡的奶香味，拌着蔬菜，又清爽又香浓，不冲突也不矛盾，口感就是那么的丰富。
       我不想吹嘘它有多么好吃，只盼着你来试一下。它是自研发以来，在我家餐桌上出镜率最高的一道菜了。当不知道吃什么饭或是没有胃口吃饭的时候，就拌这么一份沙拉，几片菜叶子几块肉，几勺浓浓的自配沙拉酱，细细拌匀，咀嚼，吞咽，舒服啊！
       从油烟中，从蒸汽中，从高温中释放了自己，就如坐在一片清爽的草丛中，呼吸着雨后清新的空气，还有那徐徐凉爽的小风轻抚我的脸颊……",加油小雯,399,18,西餐
http://pic.ecook.cn/web/224871545.jpg!s4,鸡肉主厨沙拉,"主厨沙拉，几乎每个西餐厅都会有，它是主厨们精选多种食材搭配一起的精心之作。
今天我来效仿一次。",慧恩,481,27,西餐
http://pic.ecook.cn/web/223904640.jpg!s4,三文鱼薯饼,如何既有情调，也简单易做的在自家厨房里，能制作出西餐厅的简易西餐呢，就让我来告诉你怎么做吧，动动手，和你最爱的TA来一场说吃就吃的烛光晚餐吧！,昵称29809897,879,16,西餐
http://pic.ecook.cn/web/223323781.jpg!s4,番茄黑椒牛柳,"说到正式的西餐，名头最响的莫过于牛排。牛排在西餐里的地位也确实非常的高，它是考验一个大厨的试金石。
 我们今天要做的这款牛排，不会特别的难做，不需要特别的食材，但是却比较符合我们中国人的口味。
牛排分不同部位,，比较出名的,大家熟悉的有菲力牛排，纽约客，沙朗牛排。美国人最常吃的就是 filet mignon 和Newyorker。部位好的昂贵的牛排通常配料会更简单，要吃的就是牛排最原始的味道，往往加海盐和黑胡椒就是最简单美味的吃法。通常顶好的牛排也会建议吃三分熟，这样更多汁，肉不会柴。
        三分熟的牛排很多人可能难以接受，更喜欢吃熟一点的牛排。做到7分熟甚至全熟的牛排我们不建议用太昂贵的。对付这些不太昂贵的部位，我们也有很好的办法应对。秘密武器就是搭配好吃的酱汁和配菜！让普通的牛排部位变得华丽好吃。比如我们今天的这道菜，牛排切的厚度要薄一些，我比较建议用的牛肉的部位就是sirloin，国内习惯叫沙朗或是西冷牛排，牛的脊背部。还有flank steak,国内习惯叫法兰牛，也有管这部分叫牛腩的，它是牛的腹部靠后的部位。这两种牛排通常比较平价，也很容易买到。做这道菜的效果都很好。你用哪一种都可以。
       这里有个小窍门， 牛肉的温度最好是在室温下，就是说做之前最好把牛排从冰箱里拿出来，再缓一段时间。
看到自己做好的菜，你会有一种无比的喜悦感和幸福感。生活里往往简简单单的东西会带给你巨大的喜悦，你一定要试试看。不管是和家人分享，还是用来宴客，这道菜都上的了台面哦！",加州厨房,71,25,西餐
